customer_id,query,solution,category
CUST-FAQ-0073,Could you explain this? Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0074,Could you explain this? How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0075,Could you explain this? Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0076,Could you explain this? What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0077,Could you explain this? How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0078,Could you explain this? I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0079,Could you explain this? What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0080,Could you explain this? What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0081,I have a question: How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0082,I have a question: What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0083,I have a question: Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0084,I have a question: How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0085,I have a question: Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0086,I have a question: What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0087,I have a question: How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0088,I have a question: I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0089,I have a question: What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0090,I have a question: What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0091,Customer support needed: How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0092,Customer support needed: What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0093,Customer support needed: Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0094,Customer support needed: How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0095,Customer support needed: Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0096,Customer support needed: What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0097,Customer support needed: How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0098,Customer support needed: I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0099,Customer support needed: What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0100,Customer support needed: What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0101,I am not sure what to do. How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0102,I am not sure what to do. What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0103,I am not sure what to do. Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0104,I am not sure what to do. How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0105,I am not sure what to do. Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0106,I am not sure what to do. What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0107,I am not sure what to do. How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0108,I am not sure what to do. I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0109,I am not sure what to do. What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0110,I am not sure what to do. What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
